qid,template,gold_size,pool_k,model,retrieved_size,candidate_size,recall_at_5,recall_at_20,recall_at_100,ceiling_normalized_recall_at_100,ndcg_at_5,ndcg_at_20,ndcg_at_100,candidate_precision,candidate_recall,candidate_f1,candidate_jaccard
366,_ that are also _,1,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
366,_ that are also _,1,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
366,_ that are also _,1,1000,exact_constraint_verifier,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
367,_ that are also _,100,1000,BM25,100,1000,0.05,0.2,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.18181818181818182,0.1
367,_ that are also _,100,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.05,0.2,0.99,0.99,1.0,1.0,0.9928271243134078,0.1,1.0,0.18181818181818182,0.1
367,_ that are also _,100,1000,exact_constraint_verifier,100,1000,0.05,0.2,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.18181818181818182,0.1
368,_ that are also _,95,1000,BM25,100,1000,0.05263157894736842,0.21052631578947367,0.9894736842105263,0.9894736842105263,1.0,1.0,0.9923221022924751,0.095,1.0,0.17351598173515984,0.095
368,_ that are also _,95,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.05263157894736842,0.21052631578947367,0.9789473684210527,0.9789473684210527,1.0,1.0,0.9849177763832871,0.095,1.0,0.17351598173515984,0.095
368,_ that are also _,95,1000,exact_constraint_verifier,95,1000,0.05263157894736842,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,0.095,1.0,0.17351598173515984,0.095
369,_ that are also _,1,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
369,_ that are also _,1,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
369,_ that are also _,1,1000,exact_constraint_verifier,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
370,_ that are also _,1,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
370,_ that are also _,1,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
370,_ that are also _,1,1000,exact_constraint_verifier,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
371,_ that are also _,1,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
371,_ that are also _,1,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
371,_ that are also _,1,1000,exact_constraint_verifier,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,1.0,0.0019980019980019984,0.001
372,_ that are also _,127,1000,BM25,100,1000,0.03937007874015748,0.15748031496062992,0.7874015748031497,1.0,1.0,1.0,1.0,0.127,1.0,0.225377107364685,0.127
372,_ that are also _,127,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03937007874015748,0.15748031496062992,0.7874015748031497,1.0,1.0,1.0,1.0,0.127,1.0,0.225377107364685,0.127
372,_ that are also _,127,1000,exact_constraint_verifier,100,1000,0.03937007874015748,0.15748031496062992,0.7874015748031497,1.0,1.0,1.0,1.0,0.127,1.0,0.225377107364685,0.127
373,_ that are also _,129,1000,BM25,100,1000,0.03875968992248062,0.15503875968992248,0.7751937984496124,1.0,1.0,1.0,1.0,0.129,1.0,0.22852081488042517,0.129
373,_ that are also _,129,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03875968992248062,0.15503875968992248,0.7751937984496124,1.0,1.0,1.0,1.0,0.129,1.0,0.22852081488042517,0.129
373,_ that are also _,129,1000,exact_constraint_verifier,100,1000,0.03875968992248062,0.15503875968992248,0.7751937984496124,1.0,1.0,1.0,1.0,0.129,1.0,0.22852081488042517,0.129
374,_ that are also _,139,1000,BM25,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
374,_ that are also _,139,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
374,_ that are also _,139,1000,exact_constraint_verifier,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
375,_ that are also _,143,1000,BM25,100,1000,0.03496503496503497,0.13986013986013987,0.6993006993006993,1.0,1.0,1.0,1.0,0.143,1.0,0.2502187226596675,0.143
375,_ that are also _,143,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03496503496503497,0.13986013986013987,0.6993006993006993,1.0,1.0,1.0,1.0,0.143,1.0,0.2502187226596675,0.143
375,_ that are also _,143,1000,exact_constraint_verifier,100,1000,0.03496503496503497,0.13986013986013987,0.6993006993006993,1.0,1.0,1.0,1.0,0.143,1.0,0.2502187226596675,0.143
376,_ that are also _,132,1000,BM25,100,1000,0.03787878787878788,0.15151515151515152,0.7575757575757576,1.0,1.0,1.0,1.0,0.132,1.0,0.2332155477031802,0.132
376,_ that are also _,132,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03787878787878788,0.15151515151515152,0.7575757575757576,1.0,1.0,1.0,1.0,0.132,1.0,0.2332155477031802,0.132
376,_ that are also _,132,1000,exact_constraint_verifier,100,1000,0.03787878787878788,0.15151515151515152,0.7575757575757576,1.0,1.0,1.0,1.0,0.132,1.0,0.2332155477031802,0.132
377,_ that are also _,167,1000,BM25,100,1000,0.029940119760479042,0.11976047904191617,0.5988023952095808,1.0,1.0,1.0,1.0,0.167,1.0,0.28620394173093405,0.167
377,_ that are also _,167,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.029940119760479042,0.11976047904191617,0.5988023952095808,1.0,1.0,1.0,1.0,0.167,1.0,0.28620394173093405,0.167
377,_ that are also _,167,1000,exact_constraint_verifier,100,1000,0.029940119760479042,0.11976047904191617,0.5988023952095808,1.0,1.0,1.0,1.0,0.167,1.0,0.28620394173093405,0.167
378,_ that are also _,140,1000,BM25,100,1000,0.03571428571428571,0.14285714285714285,0.7142857142857143,1.0,1.0,1.0,1.0,0.14,1.0,0.24561403508771928,0.14
378,_ that are also _,140,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03571428571428571,0.14285714285714285,0.7142857142857143,1.0,1.0,1.0,1.0,0.14,1.0,0.24561403508771928,0.14
378,_ that are also _,140,1000,exact_constraint_verifier,100,1000,0.03571428571428571,0.14285714285714285,0.7142857142857143,1.0,1.0,1.0,1.0,0.14,1.0,0.24561403508771928,0.14
379,_ that are also _,125,1000,BM25,100,1000,0.04,0.16,0.8,1.0,1.0,1.0,1.0,0.125,1.0,0.2222222222222222,0.125
379,_ that are also _,125,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.04,0.16,0.8,1.0,1.0,1.0,1.0,0.125,1.0,0.2222222222222222,0.125
379,_ that are also _,125,1000,exact_constraint_verifier,100,1000,0.04,0.16,0.8,1.0,1.0,1.0,1.0,0.125,1.0,0.2222222222222222,0.125
380,_ that are also _,137,1000,BM25,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
380,_ that are also _,137,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
380,_ that are also _,137,1000,exact_constraint_verifier,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
381,_ that are also _,145,1000,BM25,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
381,_ that are also _,145,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
381,_ that are also _,145,1000,exact_constraint_verifier,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
382,_ that are also _,133,1000,BM25,100,1000,0.03759398496240601,0.15037593984962405,0.7518796992481203,1.0,1.0,1.0,1.0,0.133,1.0,0.23477493380406003,0.133
382,_ that are also _,133,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03759398496240601,0.15037593984962405,0.7518796992481203,1.0,1.0,1.0,1.0,0.133,1.0,0.23477493380406003,0.133
382,_ that are also _,133,1000,exact_constraint_verifier,100,1000,0.03759398496240601,0.15037593984962405,0.7518796992481203,1.0,1.0,1.0,1.0,0.133,1.0,0.23477493380406003,0.133
383,_ that are also _,151,1000,BM25,100,1000,0.033112582781456956,0.13245033112582782,0.6622516556291391,1.0,1.0,1.0,1.0,0.151,1.0,0.262380538662033,0.151
383,_ that are also _,151,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.033112582781456956,0.13245033112582782,0.6622516556291391,1.0,1.0,1.0,1.0,0.151,1.0,0.262380538662033,0.151
383,_ that are also _,151,1000,exact_constraint_verifier,100,1000,0.033112582781456956,0.13245033112582782,0.6622516556291391,1.0,1.0,1.0,1.0,0.151,1.0,0.262380538662033,0.151
384,_ that are also _,164,1000,BM25,100,1000,0.03048780487804878,0.12195121951219512,0.6097560975609756,1.0,1.0,1.0,1.0,0.164,1.0,0.28178694158075607,0.164
384,_ that are also _,164,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03048780487804878,0.12195121951219512,0.6097560975609756,1.0,1.0,1.0,1.0,0.164,1.0,0.28178694158075607,0.164
384,_ that are also _,164,1000,exact_constraint_verifier,100,1000,0.03048780487804878,0.12195121951219512,0.6097560975609756,1.0,1.0,1.0,1.0,0.164,1.0,0.28178694158075607,0.164
385,_ that are also _,145,1000,BM25,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
385,_ that are also _,145,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
385,_ that are also _,145,1000,exact_constraint_verifier,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
386,_ that are also _,160,1000,BM25,100,1000,0.03125,0.125,0.625,1.0,1.0,1.0,1.0,0.16,1.0,0.2758620689655173,0.16
386,_ that are also _,160,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03125,0.125,0.625,1.0,1.0,1.0,1.0,0.16,1.0,0.2758620689655173,0.16
386,_ that are also _,160,1000,exact_constraint_verifier,100,1000,0.03125,0.125,0.625,1.0,1.0,1.0,1.0,0.16,1.0,0.2758620689655173,0.16
387,_ that are also _,139,1000,BM25,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
387,_ that are also _,139,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
387,_ that are also _,139,1000,exact_constraint_verifier,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
388,_ that are also _,137,1000,BM25,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
388,_ that are also _,137,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
388,_ that are also _,137,1000,exact_constraint_verifier,100,1000,0.0364963503649635,0.145985401459854,0.7299270072992701,1.0,1.0,1.0,1.0,0.137,1.0,0.24098504837291118,0.137
389,_ that are also _,128,1000,BM25,100,1000,0.0390625,0.15625,0.78125,1.0,1.0,1.0,1.0,0.128,1.0,0.22695035460992907,0.128
389,_ that are also _,128,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.0390625,0.15625,0.78125,1.0,1.0,1.0,1.0,0.128,1.0,0.22695035460992907,0.128
389,_ that are also _,128,1000,exact_constraint_verifier,100,1000,0.0390625,0.15625,0.78125,1.0,1.0,1.0,1.0,0.128,1.0,0.22695035460992907,0.128
390,_ that are also _,142,1000,BM25,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
390,_ that are also _,142,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
390,_ that are also _,142,1000,exact_constraint_verifier,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
391,_ that are also _,154,1000,BM25,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
391,_ that are also _,154,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
391,_ that are also _,154,1000,exact_constraint_verifier,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
392,_ that are also _,126,1000,BM25,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
392,_ that are also _,126,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
392,_ that are also _,126,1000,exact_constraint_verifier,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
393,_ that are also _,154,1000,BM25,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
393,_ that are also _,154,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
393,_ that are also _,154,1000,exact_constraint_verifier,100,1000,0.032467532467532464,0.12987012987012986,0.6493506493506493,1.0,1.0,1.0,1.0,0.154,1.0,0.2668977469670711,0.154
394,_ that are also _,145,1000,BM25,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
394,_ that are also _,145,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
394,_ that are also _,145,1000,exact_constraint_verifier,100,1000,0.034482758620689655,0.13793103448275862,0.6896551724137931,1.0,1.0,1.0,1.0,0.145,1.0,0.25327510917030566,0.145
395,_ that are also _,114,1000,BM25,100,1000,0.03508771929824561,0.14035087719298245,0.631578947368421,0.72,0.8539316501572937,0.8335141036330257,0.7447851748345226,0.114,1.0,0.2046678635547576,0.114
395,_ that are also _,114,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.043859649122807015,0.17543859649122806,0.8771929824561403,1.0,1.0,1.0,1.0,0.114,1.0,0.2046678635547576,0.114
395,_ that are also _,114,1000,exact_constraint_verifier,100,1000,0.043859649122807015,0.17543859649122806,0.8771929824561403,1.0,1.0,1.0,1.0,0.114,1.0,0.2046678635547576,0.114
396,_ that are also _,126,1000,BM25,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
396,_ that are also _,126,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
396,_ that are also _,126,1000,exact_constraint_verifier,100,1000,0.03968253968253968,0.15873015873015872,0.7936507936507936,1.0,1.0,1.0,1.0,0.126,1.0,0.2238010657193606,0.126
397,_ that are also _,148,1000,BM25,100,1000,0.033783783783783786,0.13513513513513514,0.6756756756756757,1.0,1.0,1.0,1.0,0.148,1.0,0.2578397212543554,0.148
397,_ that are also _,148,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.033783783783783786,0.13513513513513514,0.6756756756756757,1.0,1.0,1.0,1.0,0.148,1.0,0.2578397212543554,0.148
397,_ that are also _,148,1000,exact_constraint_verifier,100,1000,0.033783783783783786,0.13513513513513514,0.6756756756756757,1.0,1.0,1.0,1.0,0.148,1.0,0.2578397212543554,0.148
398,_ that are also _,139,1000,BM25,100,1000,0.02877697841726619,0.11510791366906475,0.4172661870503597,0.58,0.8687949224876582,0.8375820438154643,0.6342834602688993,0.139,1.0,0.2440737489025461,0.139
398,_ that are also _,139,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.007194244604316547,0.05755395683453238,0.38848920863309355,0.54,0.13120507751234178,0.3317339274619551,0.4954548874199038,0.139,1.0,0.2440737489025461,0.139
398,_ that are also _,139,1000,exact_constraint_verifier,100,1000,0.03597122302158273,0.14388489208633093,0.7194244604316546,1.0,1.0,1.0,1.0,0.139,1.0,0.2440737489025461,0.139
399,_ that are also _,142,1000,BM25,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
399,_ that are also _,142,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
399,_ that are also _,142,1000,exact_constraint_verifier,100,1000,0.035211267605633804,0.14084507042253522,0.704225352112676,1.0,1.0,1.0,1.0,0.142,1.0,0.2486865148861646,0.142
400,_ that are also both _ and _,8,1000,BM25,100,1000,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.008,1.0,0.015873015873015872,0.008
400,_ that are also both _ and _,8,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.5,1.0,1.0,1.0,0.8687949224876582,0.9782917460822231,0.9782917460822231,0.008,1.0,0.015873015873015872,0.008
400,_ that are also both _ and _,8,1000,exact_constraint_verifier,8,1000,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.008,1.0,0.015873015873015872,0.008
401,_ that are also both _ and _,11,1000,BM25,100,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
401,_ that are also both _ and _,11,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.36363636363636365,0.8181818181818182,1.0,1.0,0.8687949224876582,0.8504626201334534,0.9340905859155436,0.011,1.0,0.021760633036597428,0.011
401,_ that are also both _ and _,11,1000,exact_constraint_verifier,11,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
402,_ that are also both _ and _,7,1000,BM25,100,1000,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.007,1.0,0.013902681231380339,0.007
402,_ that are also both _ and _,7,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.42857142857142855,0.7142857142857143,1.0,1.0,0.5147714448836774,0.5742731362094416,0.6742831052710201,0.007,1.0,0.013902681231380339,0.007
402,_ that are also both _ and _,7,1000,exact_constraint_verifier,7,1000,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.007,1.0,0.013902681231380339,0.007
403,_ that are also both _ and _,5,1000,BM25,100,1000,0.8,1.0,1.0,1.0,0.8687949224876582,0.9896062251871524,0.9896062251871524,0.005,1.0,0.009950248756218907,0.005
403,_ that are also both _ and _,5,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.6,1.0,1.0,1.0,0.7227265726449519,0.9194303144745277,0.9194303144745277,0.005,1.0,0.009950248756218907,0.005
403,_ that are also both _ and _,5,1000,exact_constraint_verifier,5,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,1.0,0.009950248756218907,0.005
404,_ that are also both _ and _,8,1000,BM25,100,1000,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.008,1.0,0.015873015873015872,0.008
404,_ that are also both _ and _,8,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.375,0.75,1.0,1.0,0.6548086577531307,0.7229486653107826,0.8108036350599311,0.008,1.0,0.015873015873015872,0.008
404,_ that are also both _ and _,8,1000,exact_constraint_verifier,8,1000,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.008,1.0,0.015873015873015872,0.008
405,_ that are also both _ and _,2,1000,BM25,100,1000,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876,0.9197207891481876,0.002,1.0,0.003992015968063872,0.002
405,_ that are also both _ and _,2,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002,1.0,0.003992015968063872,0.002
405,_ that are also both _ and _,2,1000,exact_constraint_verifier,2,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002,1.0,0.003992015968063872,0.002
406,_ that are also both _ and _,10,1000,BM25,100,1000,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.019801980198019802,0.01
406,_ that are also both _ and _,10,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.4,1.0,1.0,1.0,0.8539316501572937,0.9541960277213899,0.9541960277213899,0.01,1.0,0.019801980198019802,0.01
406,_ that are also both _ and _,10,1000,exact_constraint_verifier,10,1000,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.019801980198019802,0.01
407,_ that are also both _ and _,11,1000,BM25,100,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
407,_ that are also both _ and _,11,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.45454545454545453,0.9090909090909091,1.0,1.0,1.0,0.9400591623787183,0.9852855363964013,0.011,1.0,0.021760633036597428,0.011
407,_ that are also both _ and _,11,1000,exact_constraint_verifier,11,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
408,_ that are also both _ and _,7,1000,BM25,100,1000,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.007,1.0,0.013902681231380339,0.007
408,_ that are also both _ and _,7,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.7142857142857143,1.0,1.0,1.0,1.0,0.9888009031441519,0.9888009031441519,0.007,1.0,0.013902681231380339,0.007
408,_ that are also both _ and _,7,1000,exact_constraint_verifier,7,1000,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.007,1.0,0.013902681231380339,0.007
409,_ that are also both _ and _,11,1000,BM25,100,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
409,_ that are also both _ and _,11,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.45454545454545453,0.9090909090909091,1.0,1.0,1.0,0.9231056634295652,0.9696051383958461,0.011,1.0,0.021760633036597428,0.011
409,_ that are also both _ and _,11,1000,exact_constraint_verifier,11,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
410,_ that are also both _ and _,9,1000,BM25,100,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
410,_ that are also both _ and _,9,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.5555555555555556,0.8888888888888888,1.0,1.0,1.0,0.9292442392789195,0.9715598013647605,0.009,1.0,0.017839444995044598,0.009
410,_ that are also both _ and _,9,1000,exact_constraint_verifier,9,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
411,_ that are also both _ and _,9,1000,BM25,100,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
411,_ that are also both _ and _,9,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.3333333333333333,1.0,1.0,1.0,0.6992148198508501,0.9073800284354188,0.9073800284354188,0.009,1.0,0.017839444995044598,0.009
411,_ that are also both _ and _,9,1000,exact_constraint_verifier,9,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
412,_ that are also both _ and _,9,1000,BM25,100,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
412,_ that are also both _ and _,9,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.4444444444444444,0.7777777777777778,1.0,1.0,0.6608397947263839,0.6534002284481422,0.7451365015479747,0.009,1.0,0.017839444995044598,0.009
412,_ that are also both _ and _,9,1000,exact_constraint_verifier,9,1000,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.009,1.0,0.017839444995044598,0.009
413,_ that are also both _ and _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
413,_ that are also both _ and _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.6666666666666666,1.0,1.0,1.0,0.8539316501572937,0.9422329339379856,0.9422329339379856,0.006,1.0,0.011928429423459244,0.006
413,_ that are also both _ and _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
414,_ that are also both _ and _,11,1000,BM25,100,1000,0.45454545454545453,1.0,1.0,1.0,1.0,0.9869165061634584,0.9869165061634584,0.011,1.0,0.021760633036597428,0.011
414,_ that are also both _ and _,11,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.18181818181818182,0.5454545454545454,0.9090909090909091,0.9090909090909091,0.38356636737133565,0.454888275712197,0.6114829593124181,0.011,1.0,0.021760633036597428,0.011
414,_ that are also both _ and _,11,1000,exact_constraint_verifier,11,1000,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,0.011,1.0,0.021760633036597428,0.011
415,_ that are also both _ and _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
415,_ that are also both _ and _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
415,_ that are also both _ and _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
416,_ that are also both _ and _,10,1000,BM25,100,1000,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,0.019801980198019802,0.01
